Date,Close
2018-08-06,76.42
2018-08-07,77.29
2018-08-08,77.29
2018-08-09,78.68
2018-08-10,78.71
2018-08-13,77.07
2018-08-14,78.53
2018-08-15,76.38
2018-08-16,76.91
2018-08-17,78.48
2018-08-20,79.38
2018-08-21,81.43
2018-08-22,80.95
2018-08-23,82.6
2018-08-24,82.08
2018-08-27,81.66
2018-08-28,77.57
2018-08-29,77.63
2018-08-30,78.01
2018-08-31,79.56
2018-09-04,80.68
2018-09-05,79.07
2018-09-06,79.23
2018-09-07,78.19
2018-09-10,77.31
2018-09-11,77.57
2018-09-12,78.25
2018-09-13,78.56
2018-09-14,78.39
2018-09-17,77.04
2018-09-18,77.7
2018-09-19,77.74
2018-09-20,79.56
2018-09-21,80.64
2018-09-24,79.42
2018-09-25,77.86
2018-09-26,79.63
2018-09-27,78.26
2018-09-28,79.36
2018-10-01,79.01
2018-10-02,75.2
2018-10-03,75.01
2018-10-04,73.15
2018-10-05,72.55
2018-10-08,71.38
2018-10-09,71.34
2018-10-10,70.78
2018-10-11,70.75
2018-10-12,72.45
2018-10-15,72.99
2018-10-16,74.81
2018-10-17,73.83
2018-10-18,72.65
2018-10-19,70.79
2018-10-22,72.19
2018-10-23,71.67
2018-10-24,68.95
2018-10-25,69.17
2018-10-26,68.45
2018-10-29,67.98
2018-10-30,70.51
2018-10-31,70.16
2018-11-01,73.08
2018-11-02,71.89
2018-11-05,71.1
2018-11-06,71.68
2018-11-07,72.81
2018-11-08,73.23
2018-11-09,67.79
2018-11-12,67.15
2018-11-13,67.05
2018-11-14,66.55
2018-11-15,67.78
2018-11-16,66.43
2018-11-19,62.2
2018-11-20,63.53
2018-11-21,62.09
2018-11-23,62.55
2018-11-26,64.34
2018-11-27,64.68
2018-11-28,65.59
2018-11-29,64.07
2018-11-30,64.59
2018-12-03,66.99
2018-12-04,62.26
2018-12-06,62.28
2018-12-07,60.58
2018-12-10,58.66
2018-12-11,58.09
2018-12-12,58.98
2018-12-13,55.93
2018-12-14,55.37
2018-12-17,52.23
2018-12-18,51.97
2018-12-19,50.96
2018-12-20,50.41
2018-12-21,48.86
2018-12-24,48.24
2018-12-26,51.57
2018-12-27,51.96
2018-12-28,51.34
2018-12-31,52.96
2019-01-02,53.6
2019-01-03,52.5
2019-01-04,52.75
2019-01-07,55.76
2019-01-08,57.4
2019-01-09,57.83
2019-01-10,56.87
2019-01-11,56.51
2019-01-14,57.28
2019-01-15,56.67
2019-01-16,56.33
2019-01-17,57.82
2019-01-18,58.71
2019-01-22,57.77
2019-01-23,57.31
2019-01-24,57.6
2019-01-25,59.34
2019-01-28,59.5
2019-01-29,58.78
2019-01-30,58.98
2019-01-31,59.24
2019-02-01,58.47
2019-02-04,59.21
2019-02-05,59.52
2019-02-06,59.46
2019-02-07,58.86
2019-02-08,58.95
2019-02-11,58.45
2019-02-12,59.86
2019-02-13,59.49
2019-02-14,59.57
2019-02-15,60.18
2019-02-19,60.34
2019-02-20,60.32
2019-02-21,59.77
2019-02-22,60.44
2019-02-25,60.55
2019-02-26,60.31
2019-02-27,68.82
2019-02-28,68.84
2019-03-01,67.81
2019-03-04,67.06
2019-03-05,66.81
2019-03-06,67.29
2019-03-07,67.64
2019-03-08,67.37
2019-03-11,68.72
2019-03-12,68.83
2019-03-13,68.35
2019-03-14,68.85
2019-03-15,69.63
2019-03-18,70.24
2019-03-19,69.89
2019-03-20,69.11
2019-03-21,70.56
2019-03-22,70.11
2019-03-25,70.89
2019-03-26,70.5
2019-03-27,70.5
2019-03-28,71.1
2019-03-29,71.06
2019-04-01,72.09
2019-04-02,71.45
2019-04-03,72.54
2019-04-04,74.57
2019-04-05,74.77
2019-04-08,74.82
2019-04-09,74.75
2019-04-10,74.49
2019-04-11,73.98
2019-04-12,73.57
2019-04-15,73.24
2019-04-16,73.16
2019-04-17,73.4
2019-04-18,73.64
2019-04-22,72.6
2019-04-23,73.62
2019-04-24,74.69
2019-04-25,73.79
2019-04-26,72.8
2019-04-29,73.39
2019-04-30,74.41
2019-05-01,73.83
2019-05-02,75.18
2019-05-03,75.03
2019-05-06,74.96
2019-05-07,73.29
2019-05-08,73.48
2019-05-09,72.29
2019-05-10,71.32
2019-05-13,67.1
2019-05-14,67.62
2019-05-15,67.86
2019-05-16,68.74
2019-05-17,68.93
2019-05-20,68.84
2019-05-21,69.95
2019-05-22,69.17
2019-05-23,65.82
2019-05-24,65.94
2019-05-28,65.4
2019-05-29,64.54
2019-05-30,65.01
2019-05-31,62.67
2019-06-03,63.22
2019-06-04,63.94
2019-06-05,63.22
2019-06-06,62.3
2019-06-07,63.72
2019-06-10,65.19
2019-06-11,65.52
2019-06-12,64.45
2019-06-13,65.84
2019-06-14,66.03
2019-06-17,66.63
2019-06-18,68.65
2019-06-19,67.62
2019-06-20,68.39
2019-06-21,67.54
2019-06-24,67.47
2019-06-25,66.39
2019-06-26,68.14
2019-06-27,68.47
2019-06-28,69.73
2019-07-01,72.43
2019-07-02,71.64
2019-07-03,71.97
2019-07-05,71.89
2019-07-08,72
2019-07-09,71.86
2019-07-10,71.93
2019-07-11,73.75
2019-07-12,74.77
2019-07-15,75.5
2019-07-16,74.78
2019-07-17,74.23
2019-07-18,73.84
2019-07-19,74.71
2019-07-22,75.7
2019-07-23,76.51
2019-07-24,77.86
2019-07-25,77.07
2019-07-26,77.75
2019-07-29,77.6
2019-07-30,77
2019-07-31,76.53
2019-08-01,68.27
2019-08-02,68.53
2019-08-05,66.14
2019-08-06,67.7
2019-08-07,67.71
2019-08-08,68.91
2019-08-09,67.36
2019-08-12,66.96
2019-08-13,71.29
2019-08-14,66.97
2019-08-15,63.93
2019-08-16,65.48
2019-08-19,66.26
2019-08-20,66.04
2019-08-21,67.86
2019-08-22,68.8
2019-08-23,66.21
2019-08-26,67.65
2019-08-27,67.82
2019-08-28,69
2019-08-29,63.49
2019-08-30,63.65
2019-09-03,63.21
2019-09-04,63.93
2019-09-05,65.76
2019-09-06,66.35
2019-09-09,69.22
2019-09-10,69.02
2019-09-11,67.84
2019-09-12,67.86
2019-09-13,67.54
2019-09-16,68.91
2019-09-17,68.42
2019-09-18,67.15
2019-09-19,67.59
2019-09-20,66.77
2019-09-23,67.41
2019-09-24,67.71
2019-09-25,67.43
2019-09-26,66.96
2019-09-27,68.27
2019-09-30,68.99
2019-10-01,68.01
2019-10-02,65.02
2019-10-03,65.66
2019-10-04,66.89
2019-10-07,66.82
2019-10-08,65.28
2019-10-09,65.7
2019-10-10,66.73
2019-10-11,69.53
2019-10-14,68.72
2019-10-15,67.94
2019-10-16,68.41
2019-10-17,69.88
2019-10-18,70.52
2019-10-21,71.47
2019-10-22,72.4
2019-10-23,72.07
2019-10-24,72.12
2019-10-25,73.15
2019-10-28,74.37
2019-10-29,73.9
2019-10-30,72.7
2019-10-31,71.83
2019-11-01,72.92
2019-11-04,74.81
2019-11-05,74.84
2019-11-06,75.05
2019-11-07,76.01
2019-11-08,76.85
2019-11-11,76.25
2019-11-12,75.19
2019-11-13,75.02
2019-11-14,75.6
2019-11-15,77.09
2019-11-18,77.29
2019-11-19,75.36
2019-11-20,74.15
2019-11-21,72.21
2019-11-22,72.64
2019-11-25,74.25
2019-11-26,81.57
2019-11-27,80.74
2019-11-29,80.64
2019-12-02,79.2
2019-12-03,78.11
2019-12-04,79.18
2019-12-05,80.32
2019-12-06,82.05
2019-12-09,82.57
2019-12-10,82.88
2019-12-11,83.83
2019-12-12,85.35
2019-12-13,84.79
2019-12-16,85.79
2019-12-17,86.36
2019-12-18,87.01
2019-12-19,88.64
2019-12-20,87.73
2019-12-23,87.64
2019-12-24,87.93
2019-12-26,87.85
2019-12-27,87.01
